P,Outcome,Importance Raiting,Satisfaction Raiting
P36,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P37,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P38,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,5
P39,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,4
P40,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P41,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,3
P42,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P43,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,1
P44,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P45,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,4
P46,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P47,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P48,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P49,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,3
P50,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P51,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P52,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,4
P53,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,4
P54,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P55,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",5,5
P56,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P57,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P58,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P59,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",1,5
P60,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,4
P61,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",3,5
P62,"During release, I can resolve a failed signal on my Diff in a reasonable amount of time",4,3
P1,Reduce the chance that I have to support my Diff during non-business hours,4,4
P2,Reduce the chance that I have to support my Diff during non-business hours,4,4
P3,Reduce the chance that I have to support my Diff during non-business hours,4,4
P4,Reduce the chance that I have to support my Diff during non-business hours,5,4
P5,Reduce the chance that I have to support my Diff during non-business hours,4,4
P6,Reduce the chance that I have to support my Diff during non-business hours,5,4
P7,Reduce the chance that I have to support my Diff during non-business hours,3,4
P8,Reduce the chance that I have to support my Diff during non-business hours,5,3
P9,Reduce the chance that I have to support my Diff during non-business hours,5,4
P10,Reduce the chance that I have to support my Diff during non-business hours,4,4
P11,Reduce the chance that I have to support my Diff during non-business hours,5,5
P12,Reduce the chance that I have to support my Diff during non-business hours,5,4
P13,Reduce the chance that I have to support my Diff during non-business hours,5,2
P14,Reduce the chance that I have to support my Diff during non-business hours,4,4
P15,Reduce the chance that I have to support my Diff during non-business hours,5,5
P16,Reduce the chance that I have to support my Diff during non-business hours,5,4
P17,Reduce the chance that I have to support my Diff during non-business hours,5,5
P18,Reduce the chance that I have to support my Diff during non-business hours,5,4
P19,Reduce the chance that I have to support my Diff during non-business hours,1,3
P20,Reduce the chance that I have to support my Diff during non-business hours,3,3
P21,Reduce the chance that I have to support my Diff during non-business hours,3,3
P22,Reduce the chance that I have to support my Diff during non-business hours,1,5
P23,Reduce the chance that I have to support my Diff during non-business hours,4,4
P24,Reduce the chance that I have to support my Diff during non-business hours,4,3
P25,Reduce the chance that I have to support my Diff during non-business hours,1,5
P26,Reduce the chance that I have to support my Diff during non-business hours,5,4
P27,Reduce the chance that I have to support my Diff during non-business hours,5,3
P28,Reduce the chance that I have to support my Diff during non-business hours,1,5
P29,Reduce the chance that I have to support my Diff during non-business hours,5,4
P30,Reduce the chance that I have to support my Diff during non-business hours,4,3
P31,Reduce the chance that I have to support my Diff during non-business hours,4,2
P32,Reduce the chance that I have to support my Diff during non-business hours,1,5
P33,Reduce the chance that I have to support my Diff during non-business hours,4,5
P34,Reduce the chance that I have to support my Diff during non-business hours,5,4
P35,Reduce the chance that I have to support my Diff during non-business hours,3,4
P36,Reduce the chance that I have to support my Diff during non-business hours,5,5
P37,Reduce the chance that I have to support my Diff during non-business hours,5,2
P38,Reduce the chance that I have to support my Diff during non-business hours,3,4
P39,Reduce the chance that I have to support my Diff during non-business hours,3,3
P40,Reduce the chance that I have to support my Diff during non-business hours,4,5
P41,Reduce the chance that I have to support my Diff during non-business hours,3,5
P42,Reduce the chance that I have to support my Diff during non-business hours,5,5
P43,Reduce the chance that I have to support my Diff during non-business hours,1,5
P44,Reduce the chance that I have to support my Diff during non-business hours,4,3
P45,Reduce the chance that I have to support my Diff during non-business hours,5,4
P46,Reduce the chance that I have to support my Diff during non-business hours,1,5
P47,Reduce the chance that I have to support my Diff during non-business hours,4,4
P48,Reduce the chance that I have to support my Diff during non-business hours,5,3
P49,Reduce the chance that I have to support my Diff during non-business hours,5,5
P50,Reduce the chance that I have to support my Diff during non-business hours,5,4
P51,Reduce the chance that I have to support my Diff during non-business hours,4,4
P52,Reduce the chance that I have to support my Diff during non-business hours,2,5
P53,Reduce the chance that I have to support my Diff during non-business hours,4,4
P54,Reduce the chance that I have to support my Diff during non-business hours,1,5
P55,Reduce the chance that I have to support my Diff during non-business hours,3,3
P56,Reduce the chance that I have to support my Diff during non-business hours,3,4
P57,Reduce the chance that I have to support my Diff during non-business hours,4,4
